SA2,SA2 Name,ABSTUDY (Living allowance),ABSTUDY (Non-living allowance),Age Pension,Austudy,Carer Allowance,Carer Allowance (Child Health Care Card only),Carer Payment,Commonwealth Seniors Health Card,Disability Support Pension,Family Tax Benefit A,Family Tax Benefit B,Health Care Card,Low Income Card,Newstart Allowance,Parenting Payment Partnered,Parenting Payment Single,Partner Allowance,Pensioner Concession Card,Sickness Allowance,Special Benefit,Widow Allowance,Widow B Pension,Wife Pension (Partner on Age Pension),Wife Pension (Partner on Disability Support Pension),Youth Allowance (other),Youth Allowance (student and apprentice),Commonwealth Rent Assistance (income units),,,,,,,,,,,,,,,,,,,,,
11130,Berkeley - Warrawong - Windang,12,32,"4,822",36,"1,589",26,786,244,"2,081","2,211","1,860","1,987",363,"1,545",178,575,8,"9,242",10,5,17,0,16,10,209,176,"2,681",,,,,,,,,,,,,,,,,,,,,
11131,Dapto - Avondale,5,47,"3,898",30,977,26,407,312,"1,076","1,707","1,367","1,293",277,793,76,404,<5,"6,418",6,0,17,0,7,10,132,126,"1,324",,,,,,,,,,,,,,,,,,,,,
11132,Horsley - Kembla Grange,<5,6,713,5,282,15,107,86,224,560,430,383,110,132,25,98,<5,"1,249",<5,0,<5,0,<5,<5,25,62,296,,,,,,,,,,,,,,,,,,,,,
11133,Port Kembla Industrial,0,0,<5,0,0,0,0,0,5,0,0,<5,<5,8,0,0,0,14,0,0,0,0,0,0,0,<5,12,,,,,,,,,,,,,,,,,,,,,
11134,Unanderra - Mount Kembla,<5,5,"1,797",16,534,13,215,239,630,796,635,665,165,396,36,152,<5,"3,082",<5,<5,9,0,<5,6,52,96,520,,,,,,,,,,,,,,,,,,,,,
11135,Illawarra Catchment Reserve,0,0,<5,0,<5,0,<5,0,<5,<5,<5,<5,0,<5,0,0,0,8,0,0,0,0,0,0,0,0,9,,,,,,,,,,,,,,,,,,,,,
11136,Albion Park - Macquarie Pass,5,6,"1,412",16,457,13,187,104,462,943,713,621,130,283,28,162,<5,"2,477",5,0,12,0,<5,<5,60,71,540,,,,,,,,,,,,,,,,,,,,,
11137,Albion Park Rail,<5,7,"1,024",8,288,8,135,58,391,571,465,440,77,252,21,149,0,"1,870",<5,0,<5,0,0,<5,46,34,448,,,,,,,,,,,,,,,,,,,,,
11138,Kiama,<5,<5,"1,288",<5,166,7,57,345,180,322,246,288,78,142,12,48,0,"1,729",<5,0,7,0,<5,<5,12,38,371,,,,,,,,,,,,,,,,,,,,,
11139,Kiama Downs - Minnamurra,<5,<5,686,8,134,<5,42,157,112,226,164,183,48,92,9,29,0,968,<5,0,<5,0,<5,<5,7,18,161,,,,,,,,,,,,,,,,,,,,,
11140,Kiama Hinterland - Gerringong,<5,0,947,8,139,5,46,319,116,278,198,214,71,78,5,34,<5,"1,248",0,0,<5,0,0,0,7,32,222,,,,,,,,,,,,,,,,,,,,,
11141,Shellharbour - Flinders,5,14,"1,741",14,507,12,184,232,393,946,694,667,168,326,33,127,<5,"2,725",<5,<5,7,0,<5,<5,49,92,655,,,,,,,,,,,,,,,,,,,,,
11142,Shellharbour - Oak Flats,<5,9,"1,470",10,431,<5,177,118,423,638,501,513,112,319,37,118,<5,"2,425",<5,0,8,0,<5,<5,50,57,579,,,,,,,,,,,,,,,,,,,,,
11143,Warilla,20,53,"3,444",14,"1,081",10,573,248,"1,418","1,803","1,494","1,332",213,946,68,444,<5,"6,587",11,<5,13,0,9,5,159,122,"1,668",,,,,,,,,,,,,,,,,,,,,
11144,Balgownie - Fairy Meadow,23,9,"2,900",35,659,10,255,447,907,941,742,"1,042",384,524,59,159,<5,"4,631",9,<5,15,0,7,6,70,364,"1,321",,,,,,,,,,,,,,,,,,,,,
11145,Corrimal - Tarrawanna - Bellambi,7,18,"2,132",37,588,14,253,206,931,963,809,867,228,596,45,210,<5,"3,967",7,0,12,0,5,<5,92,127,"1,032",,,,,,,,,,,,,,,,,,,,,
11146,Figtree - Keiraville,21,8,"2,323",44,519,8,188,547,525,856,650,"1,242",645,408,46,119,0,"3,505",6,<5,13,0,<5,<5,52,643,"1,318",,,,,,,,,,,,,,,,,,,,,
11147,Helensburgh,<5,<5,562,7,123,<5,28,119,92,352,248,240,70,77,7,29,0,800,<5,0,0,0,0,<5,10,43,123,,,,,,,,,,,,,,,,,,,,,
11148,Thirroul - Austinmer - Coalcliff,<5,<5,"1,029",33,183,5,58,284,216,334,260,333,130,145,12,41,0,"1,495",<5,0,<5,0,0,<5,12,53,269,,,,,,,,,,,,,,,,,,,,,
11149,Wollongong,37,11,"3,067",122,756,5,337,736,"1,350","1,334","1,127","2,160",951,"1,164",108,207,<5,"5,677",11,<5,14,0,7,0,152,"1,000","2,675",,,,,,,,,,,,,,,,,,,,,
11150,Woonona - Bulli - Russell Vale,<5,14,"2,434",34,546,10,198,339,694,831,664,705,194,401,20,140,<5,"3,843",<5,0,7,0,<5,<5,53,113,584,,,,,,,,,,,,,,,,,,,,,
11151,Bulahdelah - Stroud,<5,<5,775,7,191,5,111,100,273,326,247,259,46,179,18,53,<5,"1,347",0,<5,<5,0,7,6,18,15,263,,,,,,,,,,,,,,,,,,,,,
11152,Forster,6,40,"3,651",10,727,20,342,445,888,948,735,827,120,636,53,221,<5,"5,658",<5,<5,10,0,5,12,116,34,"1,580",,,,,,,,,,,,,,,,,,,,,
11153,Forster-Tuncurry Region,<5,15,"1,107",5,299,<5,172,201,399,480,359,400,46,348,35,79,<5,"2,032",<5,<5,<5,0,<5,<5,34,9,465,,,,,,,,,,,,,,,,,,,,,
11154,Tuncurry,<5,13,"2,041",<5,390,<5,209,155,461,368,276,352,70,307,19,81,<5,"3,050",0,0,8,0,<5,0,35,23,823,,,,,,,,,,,,,,,,,,,,,
11155,Kempsey,37,170,"2,358",15,938,14,547,195,"1,460","1,566","1,308","1,318",170,888,87,462,<5,"5,462",8,<5,11,0,9,5,205,50,"1,723",,,,,,,,,,,,,,,,,,,,,
11156,Kempsey Region,9,33,"1,341",9,463,<5,279,192,705,704,551,618,97,490,46,141,<5,"2,847",8,0,6,0,6,5,66,23,630,,,,,,,,,,,,,,,,,,,,,
11157,Macksville - Scotts Head,<5,20,960,5,241,5,138,123,326,400,324,334,57,254,20,91,0,"1,727",0,0,<5,0,<5,<5,46,17,460,,,,,,,,,,,,,,,,,,,,,
11158,Nambucca Heads,6,34,"1,845",10,401,7,226,122,628,563,471,539,74,490,32,172,<5,"3,225",<5,0,8,0,5,7,73,11,"1,329",,,,,,,,,,,,,,,,,,,,,
11159,Nambucca Heads Region,5,33,"1,218",9,361,5,209,155,516,675,520,576,97,481,45,125,0,"2,430",<5,0,10,0,<5,9,49,28,630,,,,,,,,,,,,,,,,,,,,,
11160,South West Rocks,8,15,"1,361",0,333,<5,183,158,341,326,259,317,63,219,24,67,<5,"2,107",<5,<5,<5,0,<5,<5,24,17,577,,,,,,,,,,,,,,,,,,,,,
11161,Lord Howe Island,0,<5,30,<5,6,0,<5,13,<5,15,13,9,<5,<5,0,5,0,38,0,0,0,0,0,0,0,<5,8,,,,,,,,,,,,,,,,,,,,,
11162,Laurieton - Bonny Hills,10,11,"4,457",24,780,7,341,547,861,"1,012",763,903,184,680,51,184,<5,"6,458",<5,0,14,0,<5,11,70,43,"1,732",,,,,,,,,,,,,,,,,,,,,
11163,Port Macquarie - East,22,31,"4,999",70,972,15,363,740,"1,102","1,802","1,358","1,535",343,900,83,276,<5,"7,459",8,<5,12,0,<5,<5,146,193,"2,571",,,,,,,,,,,,,,,,,,,,,
11164,Port Macquarie - West,25,55,"3,849",30,855,6,351,433,"1,028","1,255",964,"1,176",272,689,67,262,<5,"6,075",5,5,17,0,<5,11,127,190,"2,115",,,,,,,,,,,,,,,,,,,,,
11165,Port Macquarie Region,<5,10,644,8,188,<5,106,92,250,364,281,314,51,204,24,55,<5,"1,201",<5,0,0,0,<5,0,27,17,262,,,,,,,,,,,,,,,,,,,,,
11166,Wauchope,14,30,"1,942",15,497,9,234,226,522,950,712,737,111,422,54,189,<5,"3,221",<5,0,9,0,0,6,56,38,808,,,,,,,,,,,,,,,,,,,,,
11167,Gloucester,<5,<5,"1,041",5,182,<5,103,182,264,334,250,299,47,206,22,51,<5,"1,630",<5,0,<5,0,<5,<5,26,13,392,,,,,,,,,,,,,,,,,,,,,
11168,Old Bar - Manning Point - Red Head,6,14,"2,273",12,459,6,218,318,429,721,551,596,128,407,44,144,<5,"3,423",<5,0,12,0,<5,<5,41,27,797,,,,,,,,,,,,,,,,,,,,,
11169,Taree,21,120,"3,896",13,"1,120",24,593,321,"1,868","1,913","1,563","1,661",211,"1,265",135,503,<5,"7,787",6,<5,17,0,8,20,256,79,"2,542",,,,,,,,,,,,,,,,,,,,,
11170,Taree Region,10,16,"2,581",8,576,9,322,284,746,871,656,864,173,716,64,147,<5,"4,299",<5,<5,12,0,<5,<5,74,32,856,,,,,,,,,,,,,,,,,,,,,
11171,Wingham,<5,13,"1,001",5,252,<5,123,84,396,494,402,346,49,277,23,128,<5,"1,864",<5,0,6,0,<5,5,47,10,454,,,,,,,,,,,,,,,,,,,,,
11172,Albury - East,12,14,"1,440",30,358,12,115,278,374,962,729,797,301,313,26,171,0,"2,358",<5,0,9,0,0,<5,57,234,971,,,,,,,,,,,,,,,,,,,,,
11173,Albury - North,12,24,"1,271",19,384,7,169,156,562,912,750,777,161,532,48,224,0,"2,583",<5,0,<5,0,<5,<5,107,90,973,,,,,,,,,,,,,,,,,,,,,
11174,Albury - South,<5,11,"1,322",18,225,6,100,275,439,519,427,618,150,501,19,152,0,"2,316",<5,0,9,0,0,<5,76,89,832,,,,,,,,,,,,,,,,,,,,,
11175,Albury Region,0,9,"1,375",8,361,8,141,247,326,755,521,510,84,265,27,111,<5,"2,186",<5,0,<5,0,0,<5,23,46,453,,,,,,,,,,,,,,,,,,,,,
11176,Lavington,12,32,"2,314",20,579,18,291,169,883,"1,293","1,041","1,200",223,872,70,319,<5,"4,365",7,<5,10,0,<5,<5,143,128,"1,915",,,,,,,,,,,,,,,,,,,,,
11177,Hay,0,7,411,<5,71,<5,27,54,114,191,143,142,18,104,5,45,<5,666,<5,<5,<5,0,0,<5,16,8,159,,,,,,,,,,,,,,,,,,,,,
11178,Wentworth - Buronga,<5,35,824,<5,244,<5,132,101,283,469,367,492,98,318,25,97,0,"1,521",<5,0,<5,0,0,<5,41,23,462,,,,,,,,,,,,,,,,,,,,,
11179,Wentworth-Balranald Region,<5,7,373,0,76,0,36,45,116,219,165,137,28,71,8,28,0,609,0,0,<5,0,0,<5,9,6,161,,,,,,,,,,,,,,,,,,,,,
11180,Corowa,0,5,"1,180",<5,179,<5,70,140,223,363,265,292,53,201,16,65,<5,"1,702",<5,0,5,0,<5,<5,27,22,419,,,,,,,,,,,,,,,,,,,,,
11181,Corowa Region,<5,<5,"1,277",0,226,6,97,149,240,418,298,312,65,185,20,68,5,"1,838",<5,0,<5,0,<5,0,20,20,376,,,,,,,,,,,,,,,,,,,,,
11182,Deniliquin,<5,21,"1,189",<5,258,9,82,153,405,553,428,431,54,298,31,127,0,"2,018",<5,0,5,0,<5,<5,38,14,692,,,,,,,,,,,,,,,,,,,,,
11183,Deniliquin Region,<5,<5,900,<5,150,5,77,150,212,400,267,320,50,173,14,60,<5,"1,379",5,0,<5,0,<5,<5,17,13,249,,,,,,,,,,,,,,,,,,,,,
11184,Moama,<5,5,"1,292",<5,227,<5,72,136,151,304,211,258,87,123,12,45,<5,"1,682",<5,0,<5,0,<5,<5,14,21,525,,,,,,,,,,,,,,,,,,,,,
11185,Tocumwal - Finley - Jerilderie,<5,9,"1,858",7,313,<5,143,261,378,617,434,481,102,284,21,101,<5,"2,718",<5,0,6,0,<5,<5,36,21,638,,,,,,,,,,,,,,,,,,,,,
11186,Armidale,83,111,"2,325",73,511,22,239,509,973,"1,533","1,228","2,214",972,949,108,353,<5,"4,393",<5,<5,<5,0,<5,<5,200,"1,073","2,677",,,,,,,,,,,,,,,,,,,,,
11187,Armidale Region - North,0,15,501,<5,125,6,58,101,154,306,220,282,39,171,20,62,0,890,<5,0,<5,0,<5,<5,23,11,259,,,,,,,,,,,,,,,,,,,,,
11188,Armidale Region - South,7,13,769,8,152,<5,77,132,226,402,286,308,68,169,20,58,<5,"1,267",0,0,0,0,<5,<5,24,24,291,,,,,,,,,,,,,,,,,,,,,
11189,Walcha,0,10,401,<5,65,0,32,112,137,213,150,172,24,95,11,37,<5,672,0,0,<5,0,<5,<5,24,<5,144,,,,,,,,,,,,,,,,,,,,,
11190,Glen Innes,5,16,"1,566",9,341,8,182,212,645,661,497,671,98,551,48,146,<5,"2,862",<5,<5,5,0,<5,6,75,20,825,,,,,,,,,,,,,,,,,,,,,
11191,Inverell,14,74,"1,914",<5,420,16,197,232,709,"1,093",880,788,101,522,58,305,<5,"3,480",5,<5,<5,0,<5,5,110,48,"1,082",,,,,,,,,,,,,,,,,,,,,
11192,Inverell Region - East,0,28,698,5,219,9,140,65,328,470,354,433,56,259,32,82,<5,"1,400",0,<5,<5,0,7,6,51,15,241,,,,,,,,,,,,,,,,,,,,,
11193,Inverell Region - West,5,6,981,5,232,<5,114,104,327,435,327,321,35,213,28,84,<5,"1,676",<5,<5,<5,0,6,<5,31,<5,321,,,,,,,,,,,,,,,,,,,,,
11194,Tenterfield,5,31,"1,303",6,251,7,152,147,474,475,349,508,92,426,33,89,<5,"2,310",<5,0,<5,0,<5,5,42,13,463,,,,,,,,,,,,,,,,,,,,,
11195,Moree,23,111,794,<5,265,7,157,117,437,774,676,701,51,527,29,316,0,"1,909",<5,<5,<5,0,<5,<5,107,11,813,,,,,,,,,,,,,,,,,,,,,
11196,Moree Region,14,48,295,0,97,<5,64,30,175,369,299,296,25,217,13,107,0,721,<5,0,0,0,0,<5,38,7,188,,,,,,,,,,,,,,,,,,,,,
11197,Narrabri,5,26,867,<5,199,7,83,135,299,484,390,408,53,302,16,153,<5,"1,578",<5,0,7,0,<5,0,62,14,523,,,,,,,,,,,,,,,,,,,,,
11198,Narrabri Region,<5,36,430,<5,127,6,61,43,161,340,267,295,25,207,15,98,<5,851,0,0,<5,0,<5,<5,35,<5,248,,,,,,,,,,,,,,,,,,,,,
11199,Gunnedah,10,61,"1,231",<5,249,7,117,125,367,649,532,564,47,370,18,201,0,"2,124",<5,<5,<5,0,<5,<5,92,14,834,,,,,,,,,,,,,,,,,,,,,
11200,Gunnedah Region,<5,11,440,<5,115,<5,53,66,148,273,212,227,24,146,12,57,0,782,0,0,<5,0,<5,0,32,8,182,,,,,,,,,,,,,,,,,,,,,
11201,Quirindi,9,32,"1,184",<5,273,8,149,101,394,586,446,502,50,386,21,147,0,"2,090",<5,0,<5,0,<5,<5,47,11,560,,,,,,,,,,,,,,,,,,,,,
11202,Tamworth - East,16,88,"2,631",9,557,18,241,307,867,"1,654","1,316","1,326",158,866,69,440,<5,"4,691",8,<5,8,0,<5,<5,193,61,"1,907",,,,,,,,,,,,,,,,,,,,,
11203,Tamworth - North,11,56,"2,055",11,437,8,190,291,623,"1,120",902,891,125,523,45,288,<5,"3,489",11,<5,9,0,5,<5,113,69,"1,388",,,,,,,,,,,,,,,,,,,,,
11204,Tamworth - West,13,96,511,0,252,8,141,19,344,786,672,646,48,433,41,310,<5,"1,510",<5,0,<5,0,6,<5,114,6,677,,,,,,,,,,,,,,,,,,,,,
11205,Tamworth Region,12,40,"2,569",6,573,13,273,302,714,"1,149",818,899,150,567,52,209,<5,"4,153",<5,<5,9,0,6,7,54,37,898,,,,,,,,,,,,,,,,,,,,,
11206,Belmont - Bennetts Green,<5,22,"2,757",12,574,15,220,369,695,939,772,791,161,465,42,197,<5,"4,261",6,0,8,0,7,<5,89,85,"1,062",,,,,,,,,,,,,,,,,,,,,
11207,Belmont South - Blacksmiths,0,5,987,<5,239,<5,116,111,357,303,246,269,64,210,13,80,<5,"1,694",5,0,<5,0,<5,<5,28,28,504,,,,,,,,,,,,,,,,,,,,,
11208,Charlestown - Dudley,8,28,"3,078",32,681,15,278,411,985,"1,303","1,053","1,118",276,625,30,253,<5,"5,072",10,0,7,0,<5,10,127,155,"1,161",,,,,,,,,,,,,,,,,,,,,
11209,Glendale - Cardiff - Hillsborough,12,27,"2,798",29,766,5,317,319,932,"1,356","1,076","1,119",231,639,43,253,<5,"4,791",<5,<5,17,0,6,<5,104,152,"1,223",,,,,,,,,,,,,,,,,,,,,
11210,Mount Hutton - Windale,6,25,"1,351",13,446,6,224,95,835,797,688,684,96,472,56,214,0,"2,932",<5,0,7,0,<5,9,97,42,591,,,,,,,,,,,,,,,,,,,,,
11211,Redhead,<5,0,608,<5,82,<5,32,65,112,114,94,99,30,73,6,22,0,834,<5,0,<5,0,0,<5,5,16,378,,,,,,,,,,,,,,,,,,,,,
11212,Swansea - Caves Beach,<5,12,"2,139",6,402,5,182,272,474,623,490,516,106,339,21,119,<5,"3,195",5,0,9,0,<5,<5,37,44,722,,,,,,,,,,,,,,,,,,,,,
11213,Valentine - Eleebana,0,<5,"1,549",8,273,10,64,407,170,391,283,348,96,134,5,51,0,"2,014",<5,0,<5,0,0,<5,24,53,246,,,,,,,,,,,,,,,,,,,,,
11214,Warners Bay - Boolaroo,<5,8,"2,017",15,415,9,140,346,494,695,580,578,149,290,29,127,<5,"3,065",<5,0,5,0,<5,<5,47,64,671,,,,,,,,,,,,,,,,,,,,,
11215,Bolton Point - Teralba,<5,16,"1,301",9,404,8,202,159,547,674,579,546,94,349,24,161,<5,"2,466",<5,<5,5,0,<5,<5,67,38,614,,,,,,,,,,,,,,,,,,,,,
11216,Bonnells Bay - Silverwater,6,8,"1,591",6,329,10,136,208,357,629,505,455,74,251,31,137,<5,"2,429",<5,0,6,0,<5,<5,41,34,717,,,,,,,,,,,,,,,,,,,,,
11217,Edgeworth - Cameron Park,15,28,"1,474",12,459,13,199,63,495,938,711,688,127,343,30,180,<5,"2,587",<5,<5,7,0,<5,5,59,50,711,,,,,,,,,,,,,,,,,,,,,
11218,Morisset - Cooranbong,10,9,"2,732",43,518,15,212,311,767,964,759,858,255,478,49,204,<5,"4,285",<5,<5,7,0,<5,5,61,189,"1,445",,,,,,,,,,,,,,,,,,,,,
11219,Toronto - Awaba,11,36,"2,263",14,530,11,285,386,718,844,707,771,146,475,27,193,<5,"3,824",6,0,7,0,9,9,89,51,952,,,,,,,,,,,,,,,,,,,,,
11220,Wangi Wangi - Rathmines,<5,12,"1,465",6,284,6,102,245,292,473,385,380,91,227,10,99,<5,"2,172",<5,<5,6,0,<5,<5,26,27,415,,,,,,,,,,,,,,,,,,,,,
11221,West Wallsend - Barnsley - Killingworth,5,0,752,5,283,13,112,50,314,489,371,341,60,198,12,100,0,"1,426",<5,<5,<5,0,5,<5,34,35,288,,,,,,,,,,,,,,,,,,,,,
11222,Adamstown - Kotara,<5,5,"1,798",27,325,9,109,372,464,640,504,603,167,336,18,87,<5,"2,734",<5,<5,<5,0,<5,<5,54,158,725,,,,,,,,,,,,,,,,,,,,,
11223,Beresfield - Hexham,<5,30,"1,308",8,438,12,242,73,571,748,631,642,103,415,38,205,0,"2,603",0,0,10,0,6,5,93,45,750,,,,,,,,,,,,,,,,,,,,,
11224,Hamilton - Broadmeadow,11,9,"1,272",33,285,8,114,255,675,501,426,735,269,549,14,137,<5,"2,545",<5,<5,5,0,<5,<5,67,257,889,,,,,,,,,,,,,,,,,,,,,
11225,Lambton - New Lambton,7,21,"1,778",31,392,7,140,276,657,771,627,759,226,355,18,123,0,"2,976",<5,0,7,0,<5,<5,59,175,879,,,,,,,,,,,,,,,,,,,,,
11226,Maryland - Fletcher - Minmi,9,23,948,23,468,16,179,99,437,927,702,720,152,278,32,148,<5,"1,940",<5,0,<5,0,<5,5,74,108,593,,,,,,,,,,,,,,,,,,,,,
11227,Mayfield - Warabrook,21,14,"1,701",63,376,11,165,101,"1,064",920,765,"1,102",313,748,35,187,<5,"3,555",12,<5,11,0,7,<5,123,248,"1,580",,,,,,,,,,,,,,,,,,,,,
11228,Merewether - The Junction,7,<5,"1,055",27,195,<5,57,377,398,317,252,409,182,195,9,46,<5,"1,752",<5,0,<5,0,<5,0,14,196,489,,,,,,,,,,,,,,,,,,,,,
11229,Newcastle - Cooks Hill,14,9,665,60,140,<5,66,271,585,290,251,618,246,422,8,58,0,"1,631",<5,0,<5,0,0,0,44,240,744,,,,,,,,,,,,,,,,,,,,,
11230,Newcastle Port - Kooragang,0,0,6,0,<5,0,0,0,<5,<5,<5,<5,0,6,0,0,0,12,0,0,0,0,0,0,0,0,<5,,,,,,,,,,,,,,,,,,,,,
11231,Shortland - Jesmond,46,19,"1,197",64,307,6,132,70,609,672,565,"1,429",827,504,75,136,<5,"2,305",0,<5,0,0,<5,0,101,892,"1,645",,,,,,,,,,,,,,,,,,,,,
11232,Stockton - Fullerton Cove,<5,8,"1,652",9,345,<5,145,182,586,322,265,286,63,218,<5,62,<5,"2,629",<5,0,<5,0,<5,<5,20,24,"1,108",,,,,,,,,,,,,,,,,,,,,
11233,Wallsend - Elermore Vale,22,33,"3,064",53,713,17,287,295,"1,075","1,230","1,012","1,220",279,750,60,295,<5,"5,236",5,<5,12,0,5,8,140,176,"1,374",,,,,,,,,,,,,,,,,,,,,
11234,Waratah - North Lambton,16,20,"1,480",48,317,9,156,100,680,661,527,865,361,444,30,116,<5,"2,705",<5,<5,5,0,<5,<5,91,357,"1,136",,,,,,,,,,,,,,,,,,,,,
11235,Wickham - Carrington - Tighes Hill,15,8,621,40,170,5,99,103,413,425,361,540,190,348,19,80,0,"1,413",<5,0,<5,0,0,0,50,137,761,,,,,,,,,,,,,,,,,,,,,
11236,Ballina,10,52,"3,750",33,623,18,318,549,"1,088","1,174",912,"1,038",187,733,57,206,<5,"6,022",5,<5,9,0,5,8,113,75,"2,031",,,,,,,,,,,,,,,,,,,,,
11237,Ballina Region,9,24,"2,392",38,455,14,183,459,550,"1,154",833,857,145,501,60,165,<5,"3,711",<5,<5,10,0,5,<5,67,51,"1,027",,,,,,,,,,,,,,,,,,,,,
11238,Bangalow,<5,0,403,23,99,0,52,117,176,424,307,344,75,221,18,42,0,810,9,0,<5,0,<5,<5,14,19,369,,,,,,,,,,,,,,,,,,,,,
11239,Brunswick Heads - Ocean Shores,9,6,995,44,216,<5,93,155,420,811,643,689,141,514,47,127,<5,"2,034",<5,<5,8,0,<5,<5,37,45,977,,,,,,,,,,,,,,,,,,,,,
11240,Byron Bay,8,8,733,59,105,<5,50,213,512,557,446,674,147,531,25,82,<5,"1,687",5,0,<5,0,<5,<5,34,82,"1,028",,,,,,,,,,,,,,,,,,,,,
11241,Evans Head,<5,<5,953,7,221,6,92,100,357,364,280,294,53,216,22,65,0,"1,644",<5,0,<5,0,<5,<5,26,15,650,,,,,,,,,,,,,,,,,,,,,
11242,Lennox Head - Skennars Head,<5,0,687,22,129,<5,45,171,148,476,354,352,86,176,26,61,0,"1,105",<5,<5,6,0,0,0,13,31,443,,,,,,,,,,,,,,,,,,,,,
11243,Mullumbimby,<5,<5,901,40,159,0,82,142,501,860,682,771,134,672,75,158,<5,"2,089",<5,<5,18,0,<5,<5,49,39,953,,,,,,,,,,,,,,,,,,,,,
11244,Casino,24,66,"2,240",16,614,18,318,180,881,"1,199",931,969,170,604,71,315,<5,"4,211",<5,<5,8,0,<5,14,160,50,"1,424",,,,,,,,,,,,,,,,,,,,,
11245,Casino Region,7,23,917,9,327,7,199,129,541,634,475,566,99,405,46,119,<5,"2,079",<5,<5,5,0,<5,11,70,24,437,,,,,,,,,,,,,,,,,,,,,
11246,Goonellabah,21,46,"1,956",42,400,18,167,226,689,"1,123",883,890,199,537,64,228,0,"3,487",<5,<5,<5,0,<5,<5,91,90,"1,034",,,,,,,,,,,,,,,,,,,,,
11247,Kyogle,6,14,"1,175",13,248,9,155,152,570,626,474,599,108,489,48,124,0,"2,370",<5,0,12,0,<5,<5,56,22,576,,,,,,,,,,,,,,,,,,,,,
11248,Lismore,30,46,"1,956",111,505,20,266,217,"1,366","1,428","1,150","1,479",384,"1,080",74,308,<5,"4,645",6,5,13,0,<5,<5,172,218,"2,307",,,,,,,,,,,,,,,,,,,,,
11249,Lismore Region,10,12,"1,522",44,342,8,169,346,820,"1,178",894,"1,064",210,804,77,176,<5,"3,224",9,0,8,0,0,8,74,73,920,,,,,,,,,,,,,,,,,,,,,
11250,Kingscliff - Fingal Head,10,17,"2,009",22,362,10,159,267,491,753,570,575,115,409,24,100,<5,"3,097",9,0,5,0,<5,<5,32,57,"1,455",,,,,,,,,,,,,,,,,,,,,
11251,Murwillumbah,<5,5,"1,591",22,321,7,154,149,708,903,717,703,118,501,52,178,0,"3,030",<5,<5,11,0,0,<5,99,36,"1,131",,,,,,,,,,,,,,,,,,,,,
11252,Murwillumbah Region,<5,<5,"1,075",21,290,5,146,157,595,804,601,726,116,567,64,138,<5,"2,297",6,<5,10,0,<5,<5,60,33,693,,,,,,,,,,,,,,,,,,,,,
11253,Pottsville,7,18,"1,805",30,386,<5,159,208,516,"1,048",798,739,172,486,54,160,<5,"3,027",<5,<5,9,0,<5,<5,47,61,"1,109",,,,,,,,,,,,,,,,,,,,,
11254,Tweed Heads,8,24,"3,920",31,816,7,387,446,"1,083","1,286","1,029","1,177",264,868,84,257,<5,"6,339",11,<5,18,0,7,<5,109,126,"2,408",,,,,,,,,,,,,,,,,,,,,
11255,Tweed Heads - South,35,39,"5,950",43,"1,213",15,493,634,"1,288","1,728","1,322","1,467",352,914,72,318,<5,"8,792",18,<5,24,0,11,11,148,142,"2,675",,,,,,,,,,,,,,,,,,,,,
11256,Griffith (NSW),9,41,"1,968",<5,571,19,223,398,656,"1,464","1,095",910,87,550,62,296,<5,"3,551",11,10,8,0,10,<5,103,41,"1,170",,,,,,,,,,,,,,,,,,,,,
11257,Griffith Region,7,14,"1,012",<5,330,11,143,208,395,864,619,508,49,295,29,153,<5,"1,907",5,0,0,0,<5,<5,55,20,466,,,,,,,,,,,,,,,,,,,,,
11258,Leeton,7,18,"1,282",<5,320,10,138,189,395,743,585,506,63,333,31,187,<5,"2,265",<5,<5,<5,0,<5,<5,62,28,611,,,,,,,,,,,,,,,,,,,,,
11259,Narrandera,<5,34,908,<5,261,7,130,104,321,486,387,366,48,252,20,129,<5,"1,661",<5,<5,<5,0,<5,<5,49,16,419,,,,,,,,,,,,,,,,,,,,,
11260,Tumbarumba,0,<5,517,<5,108,<5,51,57,137,257,204,173,29,125,12,50,0,847,0,0,<5,0,0,0,9,9,188,,,,,,,,,,,,,,,,,,,,,
11261,Tumut,<5,22,"1,020",<5,190,11,78,113,327,456,380,325,41,237,26,102,0,"1,702",0,<5,<5,0,<5,<5,21,13,429,,,,,,,,,,,,,,,,,,,,,
11262,Tumut Region,5,5,662,<5,108,<5,51,88,153,251,187,213,31,145,14,43,<5,"1,002",0,0,<5,0,0,<5,10,8,185,,,,,,,,,,,,,,,,,,,,,
11263,Cootamundra,5,8,"1,499",10,310,0,143,191,435,474,375,414,64,316,19,91,<5,"2,408",<5,0,7,0,<5,<5,33,15,448,,,,,,,,,,,,,,,,,,,,,
11264,Gundagai,0,<5,497,<5,106,<5,44,89,111,251,176,172,20,104,15,35,0,769,<5,0,<5,0,<5,<5,10,7,148,,,,,,,,,,,,,,,,,,,,,
11265,Junee,<5,<5,658,8,213,<5,101,77,252,356,272,259,43,169,15,79,0,"1,200",<5,0,0,0,<5,<5,25,10,309,,,,,,,,,,,,,,,,,,,,,
11266,Temora,<5,8,"1,101",<5,209,<5,98,185,280,451,313,363,64,215,27,73,<5,"1,702",<5,<5,<5,0,<5,<5,25,20,347,,,,,,,,,,,,,,,,,,,,,
